"CDSCode","NCESDist","NCESSchool","StatusType","County","District","School","Street","StreetAbr","City","Zip","State","MailStreet","MailStrAbr","MailCity","MailZip","MailState","Phone","Ext","Website","OpenDate","ClosedDate","Charter","CharterNum","FundingType","DOC","DOCType","SOC","SOCType","EdOpsCode","EdOpsName","EILCode","EILName","GSoffered","GSserved","Virtual","Magnet","Latitude","Longitude","AdmFName1","AdmLName1","AdmEmail1","AdmFName2","AdmLName2","AdmEmail2","AdmFName3","AdmLName3","AdmEmail3","LastUpdate","NAVICAT_ROWID"
"03100330330035","0691001","09474","Active","Amador","Amador County Office of Education","County Community","525 Independence Drive","525 Independence Dr.","Sutter Creek","95685-9669","CA","217 Rex Avenue","217 Rex Ave.","Jackson","95642-2020","CA","(209) 257-5100",,"www.amadorcoe.org","1980-07-01",,"0",,,"00","County Office of Education (COE)","10","County Community","COMM","County Community School","HS","High School","1-12","7-11","N","0","38.377473","-120.80822","Frank (Butch)","Wagner","bwagner@amadorcoe.k12.ca.us",,,,,,,"2016-07-01","782"
"03100330330068","0691001","06970","Active","Amador","Amador County Office of Education","Amador County Special Education","217 Rex Avenue","217 Rex Ave.","Jackson","95642-2020","CA","217 Rex Avenue","217 Rex Ave.","Jackson","95642-2020","CA","(209) 257-5330",,,"1997-08-01",,"0",,,"00","County Office of Education (COE)","09","Special Education Schools (Public)","SPEC","Special Education School","ELEMHIGH","Elementary-High Combination","K-12","K-12","N","0","38.352665","-120.77703","Mitzi","Faulkner","mfaulkner@amadorcoe.k12.ca.us",,,,,,,"2016-06-27","783"
"03100330390013","0691001",,"Closed","Amador","Amador County Office of Education","Regional Occupational Program","204 Court Street","204 Court St.","Sutter Creek","95685","CA","PO Box 219","PO Box 219","Sutter Creek","95685","CA",,,,"1980-07-01","1989-06-30","0",,,"00","County Office of Education (COE)","98","ROC/ROP",,,"UG","Ungraded",,,,,,,,,,,,,,,,"1999-06-24","784"
"03100336084958","0691001",,"Closed","Amador","Amador County Office of Education","Amador County Special Education","Ridge Road - Sutter Hill","Ridge Road - Sutter Hill","Sutter Creek","95685","CA","Ridge Road - Sutter Hill","Ridge Road - Sutter Hill","Sutter Creek","95685","CA",,,,"1980-07-01","1989-06-30","0",,,"00","County Office of Education (COE)","10","County Community",,,"UG","Ungraded",,,,,,,,,,,,,,,,"1999-06-24","785"
"03320450337352",,"07487","Merged","Amador","Preston School of Industry","Preston School of Industry",,,,,,,,,,,,,,"1980-07-01","1998-10-21","0",,,"34","Non-School Locations","11","Youth Authority Facilities",,,"UG","Ungraded",,,,,,,,,,,,,,,,"2010-02-08","786"
"03322270330027",,"07486","Merged","Amador","Pine Grove Youth Conservation","Pine Grove Youth Conservation Camp",,,,,,,,,,,,,,"1980-07-01","1998-11-04","0",,,"34","Non-School Locations","11","Youth Authority Facilities",,,"UG","Ungraded",,,,"0",,,,,,,,,,,,"2015-06-18","787"
"03322760337352","0600050","07487","Closed","Amador","CEA Amador Co","James A. Wieden High","201 Waterman Road","201 Waterman Rd.","Ione","95640","CA","201 Waterman Road","201 Waterman Rd.","Ione","95640","CA",,,,"1980-07-01","2011-06-30","0",,,"99","Administration Only","11","Youth Authority Facilities","YTH","Youth Authority School","HS","High School","9-12","9-12",,,,,,,,,,,,,,"2011-10-12","788"
"03613410000000",,,"Merged","Amador","Ione Unified",,"PO Box 458","PO Box 458","Ione","95640","CA","PO Box 458","PO Box 458","Ione","95640","CA",,,,,,,,,"54","Unified School District",,,,,,,,,,,,,,,,,,,,,,"1999-06-24","789"
"03613410334250",,,"Merged","Amador","Ione Unified","Ione High","Mill Street","Mill St.","Ione","95640","CA","Mill Street","Mill St.","Ione","95640","CA",,,,"1980-07-01","1984-06-30","0",,,"54","Unified School District","66","High Schools (Public)",,,"UG","Ungraded",,,,,,,,,,,,,,,,"1999-06-24","790"
"03613416002810",,,"Merged","Amador","Ione Unified","Ione Elementary","PO Box 458","PO Box 458","Ione","95640","CA","PO Box 458","PO Box 458","Ione","95640","CA",,,,"1980-07-01","1984-06-30","0",,,"54","Unified School District","60","Elementary Schools (Public)",,,"UG","Ungraded",,,,,,,,,,,,,,,,"1999-06-24","791"
"03613580000000",,,"Merged","Amador","Jackson Unified",,"222 Church Street","222 Church St.","Jackson","95642","CA","222 Church Street","222 Church St.","Jackson","95642","CA",,,,,,,,,"54","Unified School District",,,,,,,,,,,,,,,,,,,,,,"1999-06-24","792"
"03613580334755",,,"Merged","Amador","Jackson Unified","Jackson High","501 Argonaut Lane","501 Argonaut Ln.","Jackson","95642","CA","501 Argonaut Lane","501 Argonaut Ln.","Jackson","95642","CA",,,,"1980-07-01","1989-06-30","0",,,"54","Unified School District","66","High Schools (Public)",,,"UG","Ungraded",,,,,,,,,,,,,,,,"1999-06-24","793"
"03613586002828",,,"Merged","Amador","Jackson Unified","Jackson Elementary","220 Church Street","220 Church St.","Jackson","95642","CA","220 Church Street","220 Church St.","Jackson","95642","CA",,,,"1980-07-01","1989-06-30","0",,,"54","Unified School District","60","Elementary Schools (Public)",,,"UG","Ungraded",,,,,,,,,,,,,,,,"1999-06-24","794"
"03613586002836",,,"Closed","Amador","Jackson Unified","Jackson Senior Elem (Defunct)",,,,,,,,,,,,,,"1980-07-01","1989-06-30","0",,,"54","Unified School District","60","Elementary Schools (Public)",,,"UG","Ungraded",,,,,,,,,,,,,,,,"1999-06-24","795"
"03613660000000",,,"Merged","Amador","Oro Madre Unified",,"PO Box 219","PO Box 219","Sutter Creek","95685","CA","PO Box 219","PO Box 219","Sutter Creek","95685","CA",,,,,,,,,"54","Unified School District",,,,,,,,,,,,,,,,,,,,,,"1999-06-24","796"
"03613660330019",,,"Merged","Amador","Oro Madre Unified","Independence High (Cont)","Highway 49 and Ridge Road","Hwy. 49 and Ridge Rd.","Sutter Creek","95685","CA","PO Box 219","PO Box 219","Sutter Creek","95685","CA",,,,"1980-07-01","1989-06-30","0",,,"54","Unified School District","68","Continuation High Schools",,,"UG","Ungraded",,,,,,,,,,,,,,,,"1999-06-24","797"
"03613660330753",,,"Merged","Amador","Oro Madre Unified","Amador County High","PO Box 219","PO Box 219","Sutter Creek","95685","CA","PO Box 219","PO Box 219","Sutter Creek","95685","CA",,,,"1980-07-01","1989-06-30","0",,,"54","Unified School District","66","High Schools (Public)",,,"UG","Ungraded",,,,,,,,,,,,,,,,"1999-06-24","798"
"03613666002844",,,"Merged","Amador","Oro Madre Unified","Pine Grove Elementary","PO Box 219","PO Box 219","Sutter Creek","95685","CA","PO Box 219","PO Box 219","Sutter Creek","95685","CA",,,,"1980-07-01","1989-06-30","0",,,"54","Unified School District","60","Elementary Schools (Public)",,,"UG","Ungraded",,,,,,,,,,,,,,,,"1999-06-24","799"
"03613666002851",,,"Merged","Amador","Oro Madre Unified","Pioneer Elementary","PO Box 219","PO Box 219","Sutter Creek","95685","CA","PO Box 219","PO Box 219","Sutter Creek","95685","CA",,,,"1980-07-01","1989-06-30","0",,,"54","Unified School District","62","Intermediate/Middle Schools (Public)",,,"UG","Ungraded",,,,,,,,,,,,,,,,"1999-06-24","800"
"03613666002869",,,"Merged","Amador","Oro Madre Unified","Plymouth Elementary","PO Box 219","PO Box 219","Sutter Creek","95685","CA","PO Box 219","PO Box 219","Sutter Creek","95685","CA",,,,"1980-07-01","1989-06-30","0",,,"54","Unified School District","60","Elementary Schools (Public)",,,"UG","Ungraded",,,,,,,,,,,,,,,,"1999-06-24","801"
"03613666002877",,,"Merged","Amador","Oro Madre Unified","Sutter Creek Elementary","PO Box 219","PO Box 219","Sutter Creek","95685","CA","PO Box 219","PO Box 219","Sutter Creek","95685","CA",,,,"1980-07-01","1989-06-30","0",,,"54","Unified School District","60","Elementary Schools (Public)",,,"UG","Ungraded",,,,,,,,,,,,,,,,"1999-06-24","802"
"03613666089551",,,"Closed","Amador","Oro Madre Unified","Kirkwood Meadows","Sun Meadows. Bldg No.4","Sun Meadows. Bldg No.4","Kirkwood","95666","CA","Sun Meadows. Bldg No.4","Sun Meadows. Bldg No.4","Kirkwood","95666","CA",,,,"1980-07-01","1999-06-30","0",,,"54","Unified School District","60","Elementary Schools (Public)",,,"ELEM","Elementary","K",,,,,,,,,,,,,,,"2000-02-03","803"
"03739810000000","0602450",,"Active","Amador","Amador County Unified",,"217 Rex Avenue","217 Rex Ave.","Jackson","95642-2020","CA","217 Rex Avenue","217 Rex Ave.","Jackson","95642-2020","CA","(209) 223-1750",,"www.amadorcoe.org",,,,,,"54","Unified School District",,,,,,,,,,,"38.352665","-120.77703","Amy","Slavensky","aslavensky@amadorcoe.k12.ca.us",,,,,,,"2016-10-06","804"
"03739810330019","0602450","08785","Active","Amador","Amador County Unified","Independence High (Continuation)","525 Independence Drive","525 Independence Dr.","Sutter Creek","95685-9669","CA","217 Rex Avenue","217 Rex Ave.","Jackson","95642-2020","CA","(209) 257-5100",,,"1980-07-01",,"0",,,"54","Unified School District","68","Continuation High Schools","CON","Continuation School","HS","High School","9-12","10-12","N","0","38.377737","-120.80852","Frank (Butch)","Wagner","bwagner@amadorcoe.k12.ca.us",,,,,,,"2015-06-18","805"
"03739810330035","0602450","09474","Merged","Amador","Amador County Unified","Juvenile Court/Community","217 Rex Avenue","217 Rex Ave.","Jackson","95642","CA","217 Rex Avenue","217 Rex Ave.","Jackson","95642","CA",,,,"1980-07-01","1999-06-30","0",,,"54","Unified School District","14","Juvenile Court Schools",,,"ELEMHIGH","Elementary-High Combination","K-12",,,"0",,,,,,,,,,,,"2015-06-18","806"
"03739810330050","0602450","06975","Active","Amador","Amador County Unified","North Star Independent Study","525 Independence Drive","525 Independence Dr.","Sutter Creek","95685-9669","CA","217 Rex Avenue","217 Rex Ave.","Jackson","95642","CA","(209) 257-5150",,,"1995-07-01",,"0",,,"54","Unified School District","63","Alternative Schools of Choice","ALTSOC","Alternative School of Choice","ELEMHIGH","Elementary-High Combination","K-12","5-12","N","0","38.377737","-120.80852","Frank (Butch)","Wagner","bwagner@amadorcoe.k12.ca.us",,,,,,,"2015-06-18","807"
"03739810330753","0602450","08786","Active","Amador","Amador County Unified","Amador High","330 Spanish Street","330 Spanish St.","Sutter Creek","95685-9701","CA","330 Spanish Street","330 Spanish St.","Sutter Creek","95685-9701","CA","(209) 257-7300",,,"1980-07-01",,"0",,,"54","Unified School District","66","High Schools (Public)","TRAD","Traditional","HS","High School","9-12","9-12","N","0","38.398775","-120.8097","Jared","Critchfield","jcritchfield@amadorcoe.k12.ca.us",,,,,,,"2015-06-18","808"
"03739810334250","0602450",,"Closed","Amador","Amador County Unified","Ione High","Mill Street","Mill St.","Ione","95640","CA","Mill Street","Mill St.","Ione","95640","CA",,,,"1980-07-01","1984-06-30","0",,,"54","Unified School District","66","High Schools (Public)",,,"UG","Ungraded",,,,,,,,,,,,,,,,"1999-06-24","809"
"03739810334755","0602450","08787","Active","Amador","Amador County Unified","Argonaut High","501 Argonaut Lane","501 Argonaut Ln.","Jackson","95642-2020","CA","501 Argonaut Lane","501 Argonaut Ln.","Jackson","95642-2020","CA","(209) 257-7700",,,"1980-07-01",,"0",,,"54","Unified School District","66","High Schools (Public)","TRAD","Traditional","HS","High School","9-12","9-12","P","0","38.353826","-120.79177","Kelly","Hunkins","khunkins@amadorcoe.k12.ca.us",,,,,,,"2015-08-17","810"
"03739816002810","0602450","08788","Active","Amador","Amador County Unified","Ione Elementary","415 South Ione Street","415 South Ione St.","Ione","95640-2020","CA","415 South Ione Street","415 South Ione St.","Ione","95640-2020","CA","(209) 257-7000",,"www.ioneelementary.com/","1980-07-01",,"0",,,"54","Unified School District","60","Elementary Schools (Public)","TRAD","Traditional","ELEM","Elementary","K-6","K-5","N","0","38.350283","-120.93162","Jeni","DeWalt","jdewalt@amadorcoe.k12.ca.us",,,,,,,"2015-06-18","811"
"03739816002828","0602450","08789","Active","Amador","Amador County Unified","Jackson Elementary","220 Church Street","220 Church St.","Jackson","95642-2020","CA","220 Church Street","220 Church St.","Jackson","95642-2020","CA","(209) 257-5600",,,"1980-07-01",,"0",,,"54","Unified School District","60","Elementary Schools (Public)","TRAD","Traditional","ELEM","Elementary","K-6","K-5","N","0","38.351566","-120.77315","Barbara","Magpusao","bmagpusao@amadorcoe.k12.ca.us",,,,,,,"2015-06-18","812"
"03739816002844","0602450","08790","Active","Amador","Amador County Unified","Pine Grove Elementary STEM Magnet","20101 State Highway 88","20101 State Highway 88","Jackson","95642-2020","CA","217 Rex Avenue","217 Rex Ave.","Jackson","95642-2020","CA","(209) 296-2800",,,"1980-07-01",,"0",,,"54","Unified School District","60","Elementary Schools (Public)","TRAD","Traditional","ELEM","Elementary","K-6","K-6","N","1","38.41307","-120.65362","Amanda","Avila","aavila@amadorcoe.k12.ca.us",,,,,,,"2015-08-17","813"
"03739816002851","0602450","08791","Active","Amador","Amador County Unified","Pioneer Magnet School for the Visual and Performing Arts","24625 Highway 88","24625 Highway 88","Pioneer","95666","CA","217 Rex Avenue","217 Rex Ave.","Jackson","95642-2020","CA","(209) 295-6500",,,"1980-07-01",,"0",,,"54","Unified School District","60","Elementary Schools (Public)","TRAD","Traditional","ELEM","Elementary","K-6","K-6","N","0","38.436259","-120.547","Laurie","Carson","lcarson@amadorcoe.k12.ca.us",,,,,,,"2015-06-18","814"
"03739816002869","0602450","08792","Active","Amador","Amador County Unified","Plymouth Elementary","10601 Sherwood","10601 Sherwood","Plymouth","95669","CA","217 Rex Avenue","217 Rex Ave.","Jackson","95642-2020","CA","(209) 257-7800",,,"1980-07-01",,"0",,,"54","Unified School District","60","Elementary Schools (Public)","TRAD","Traditional","ELEM","Elementary","K-6","K-6","N","0","38.480149","-120.85173","Donna","Custodio","dcustodio@amadorcoe.k12.ca.us",,,,,,,"2015-06-18","815"
"03739816002877","0602450","08793","Active","Amador","Amador County Unified","Sutter Creek Elementary","340 Spanish Street","340 Spanish St.","Sutter Creek","95685-9701","CA","217 Rex Avenue","217 Rex Ave.","Jackson","95642-2020","CA","(209) 257-7200",,,"1980-07-01",,"0",,,"54","Unified School District","60","Elementary Schools (Public)","TRAD","Traditional","ELEM","Elementary","K-6","K-6","N","0","38.398764","-120.80993","Sean","Snider","ssnider@amadorcoe.k12.ca.us",,,,,,,"2015-06-18","816"
"03739816107387","0602450","09300","Active","Amador","Amador County Unified","Jackson Junior High","747 Sutter Street","747 Sutter St.","Jackson","95642-2020","CA","747 Sutter Street","747 Sutter St.","Jackson","95642-2020","CA","(209) 257-5700",,,"1980-07-01",,"0",,,"54","Unified School District","62","Intermediate/Middle Schools (Public)","TRAD","Traditional","INTMIDJR","Intermediate/Middle/Junior High","6-8","6-9","N","0","38.35273","-120.77903","Janet","DeLeo","jdeleo@amadorcoe.k12.ca.us",,,,,,,"2015-06-18","817"
"03739816107395","0602450","09301","Active","Amador","Amador County Unified","Ione Junior High","217 Rex Avenue","217 Rex Ave.","Jackson","95642-2020","CA","217 Rex Avenue","217 Rex Ave.","Jackson","95642-2020","CA","(209) 257-5500",,,"1980-07-01",,"0",,,"54","Unified School District","62","Intermediate/Middle Schools (Public)","TRAD","Traditional","INTMIDJR","Intermediate/Middle/Junior High","6-8","6-8","N","0","38.352665","-120.77703","Jessica","Dorris","jidorris@amadorcoe.k12.ca.us",,,,,,,"2016-06-28","818"
"03748560000000","0600089",,"Active","Amador","Amador County ROP",,"217 Rex Avenue","217 Rex Ave.","Jackson","95642","CA","217 Rex Avenue","217 Rex Ave.","Jackson","95642","CA","(209) 257-5353",,,,,,,,"98","Regional Occupation Center/Program (ROC/P)",,,,,,,,,,,"38.353148","-120.77869","Elizabeth","Chapin-Pinotti","echapin-pinotti@amadorecoe.k12.ca.us",,,,,,,"2016-01-30","819"
"03748560330043","0600089","10738","Active","Amador","Amador County ROP","Amador County ROP","217 Rex Avenue","217 Rex Ave.","Jackson","95642-2020","CA","217 Rex Avenue","217 Rex Ave.","Jackson","95642-2020","CA","(209) 257-5353",,,"1991-09-01",,"0",,,"98","Regional Occupation Center/Program (ROC/P)","98","ROC/ROP",,,"HS","High School","12",,,,"38.352665","-120.77703","Elizabeth","Chapin-Pinotti","echapin-pinotti@amadorcoe.k12.ca.us",,,,,,,"2015-11-05","820"
"04100410000000","0691002",,"Active","Butte","Butte County Office of Education",,"1859 Bird Street","1859 Bird St.","Oroville","95965-4854","CA","1859 Bird Street","1859 Bird St.","Oroville","95965-4854","CA","(530) 532-5650",,"www.bcoe.org",,,,,,"00","County Office of Education (COE)",,,,,,,,,,,"39.512653","-121.55663","Tim","Taylor","ttaylor@bcoe.org",,,,,,,"2016-08-23","821"
"04100410106492","0691002","10739","Closed","Butte","Butte County Office of Education","South County Community","205 Mira Loma Drive, Suite 20","205 Mira Loma Dr., Ste. 20","Oroville","95965","CA","205 Mira Loma Drive","205 Mira Loma Dr.","Oroville","95965","CA",,,"www.bcoe.org","2004-07-01","2008-06-30","0",,,"00","County Office of Education (COE)","10","County Community","COMM","County Community School","HS","High School","7-12","7-12",,,,,,,,,,,,,,"2009-10-02","822"
"04100410106500","0691002","10740","Closed","Butte","Butte County Office of Education","North County Community","2491 Carmichael Drive, Suite 500","2491 Carmichael Drive, Suite 500","Chico","95928","CA","1859 Bird Street","1859 Bird St.","Oroville","95965","CA",,,"www.bcoe.org","2004-07-01","2008-06-09","0",,,"00","County Office of Education (COE)","10","County Community","COMM","County Community School","HS","High School","7-12","7-12",,,,,,,,,,,,,,"2009-10-02","823"
"04100410114991","0691002","11953","Active","Butte","Butte County Office of Education","CORE Butte Charter","260 Cohasset Road, Suite 120","260 Cohasset Rd., Ste. 120","Chico","95926-2282","CA","260 Cohasset Road, Suite 120","260 Cohasset Rd., Ste. 120","Chico","95926-2282","CA","(530) 894-3952",,"www.corebutte.org","2007-08-27",,"1","0945","Directly funded","00","County Office of Education (COE)","65","K-12 Schools (Public)","TRAD","Traditional","ELEMHIGH","Elementary-High Combination","K-12","K-12","P","0","39.751791","-121.852","Mary","Cox","mcox@corebutte.org",,,,,,,"2016-06-13","824"
"04100410128256","0691002","13670","Closed","Butte","Butte County Office of Education","Central Middle - RISE","2565 Mesa Avenue","2565 Mesa Ave.","Oroville","95965","CA","1859 Bird Street","1859 Bird St.","Oroville","95965","CA",,,"www.bcoe.org","2013-07-01","2015-06-30","0",,,"00","County Office of Education (COE)","10","County Community","COMM","County Community School","ELEM","Elementary","7-8","7","N","0",,,,,,,,,,,,"2015-08-21","825"
"04100410128264","0691002","13700","Active","Butte","Butte County Office of Education","RISE","1859 Bird Street","1859 Bird St.","Oroville","95965-4854","CA","1859 Bird Street","1859 Bird St.","Oroville","95965","CA","(530) 532-5642",,"www.bcoe.org","2013-07-01",,"0",,,"00","County Office of Education (COE)","10","County Community","COMM","County Community School","ELEM","Elementary","7-8","7","N","0","39.512655","-121.55657","Cheri","Gamette","cgamette@bcoe.org",,,,,,,"2015-09-04","826"
"04100410128272","0691002","13718","Closed","Butte","Butte County Office of Education","Paradise High - RISE","5911 Maxwell Drive","5911 Maxwell Dr.","Paradise","95969","CA","1859 Bird Street","1859 Bird St.","Oroville","95965","CA",,,"www.bcoe.org","2013-07-01","2015-06-30","0",,,"00","County Office of Education (COE)","10","County Community","COMM","County Community School","HS","High School","9-12","9","N","0",,,,,,,,,,,,"2015-08-21","827"
"04100410129817","0691002","13783","Active","Butte","Butte County Office of Education","Butte County Community School - LEAD","2345 Fair Street","2345 Fair St.","Chico","95928-6749","CA","1859 Bird Street","1859 Bird St.","Oroville","95965","CA","(530) 532-5642",,"www.bcoe.org","2014-07-01",,"0",,,"00","County Office of Education (COE)","10","County Community","COMM","County Community School","HS","High School","7-12","7-12","N","0","39.716629","-121.8153","Cheri","Gamette","cgamette@bcoe.org",,,,,,,"2015-06-18","828"
"04100410131284","0691002","13833","Closed","Butte","Butte County Office of Education","Alternative For Change","290 East Avenue","290 East Ave.","Chico","95926-1122","CA","1859 Bird Street","1859 Bird St.","Oroville","95965","CA",,,"www.bcoe.org","2014-08-01","2014-08-01","0",,,"00","County Office of Education (COE)","10","County Community","COMM","County Community School","HS","High School","7-12",,"N","0","39.758522","-121.85838",,,,,,,,,,"2015-11-19","829"
"04100410134213","0691002",,"Active","Butte","Butte County Office of Education","Come Back Butte Charter","5 County Center Drive","5 County Center Dr.","Oroville","95965-3334","CA","1859 Bird Street","1859 Bird St.","Oroville","95965","CA","(530) 532-5757",,"www.bcoe.org/divisions/sps","2016-08-17",,"1","1811","Locally funded","00","County Office of Education (COE)","66","High Schools (Public)","TRAD","Traditional","HS","High School","9-12",,"N","0","39.524381","-121.57068","Karen","Stiles","kstiles@bcoe.org",,,,,,,"2016-08-17","830"
"04100410430033","0691002",,"Merged","Butte","Butte County Office of Education","Juvenilehall/Community","2120B Robinson Street","2120B Robinson St.","Oroville","95965","CA","2120B Robinson Street","2120B Robinson St.","Oroville","95965","CA",,,,"1980-07-01","1987-06-24","0",,,"00","County Office of Education (COE)","14","Juvenile Court Schools",,,"ELEMHIGH","Elementary-High Combination","K-12",,,,,,,,,,,,,,,"1999-06-24","831"
"04100410430041","0691002",,"Merged","Butte","Butte County Office of Education","Community School, The","1638 Huntoon Street","1638 Huntoon St.","Oroville","95965","CA","1859 Bird Street","1859 Bird St.","Oroville","95965","CA",,,,"1980-07-01","1989-06-30","0",,,"00","County Office of Education (COE)","10","County Community",,,"UG","Ungraded",,,,,,,,,,,,,,,,"1999-06-24","832"
"04100410430058","0691002",,"Closed","Butte","Butte County Office of Education","Alternative/Opportunity","1859 Bird Street","1859 Bird St.","Oroville","95965-4854","CA","1859 Bird Street","1859 Bird St.","Oroville","95965-4854","CA",,,,"1980-07-01","2000-01-18","0",,,"00","County Office of Education (COE)","63","Alternative Schools of Choice",,,"ELEMHIGH","Elementary-High Combination","K-12",,,,,,,,,,,,,,,"2000-02-23","833"
"04100410430066","0691002","09213","Active","Butte","Butte County Office of Education","Table Mountain","41 County Center Drive","41 County Center Dr.","Oroville","95965-4937","CA","41 County Center Drive","41 County Center Dr.","Oroville","95965-4937","CA","(530) 532-5688",,"www.bcoe.org","1980-07-01",,"0",,,"00","County Office of Education (COE)","14","Juvenile Court Schools","JUV","Juvenile Court School","HS","High School","K-12","9-12","N","0","39.52898","-121.56986","Karen","Stiles","kstiles@bcoe.org",,,,,,,"2016-05-10","834"
"04100410430074","0691002",,"Closed","Butte","Butte County Office of Education","Other County-Wide Programs","1859 Bird Street","1859 Bird St.","Oroville","95965","CA","1859 Bird Street","1859 Bird St.","Oroville","95965","CA",,,,"1980-07-01","1992-03-02","0",,,"00","County Office of Education (COE)","15","Other County Or District Programs",,,"ELEMHIGH","Elementary-High Combination","K-12",,,,,,,,,,,,,,,"1999-06-24","835"
"04100410430090","0691002","05704","Active","Butte","Butte County Office of Education","Learning Community Charter","2280 6th Street","2280 6th St.","Oroville","95965-3261","CA","2280 6th Street","2280 6th St.","Oroville","95965-3261","CA","(530) 532-5916",,"www.bcoe.org","1996-07-01",,"1","0110","Locally funded","00","County Office of Education (COE)","65","K-12 Schools (Public)","TRAD","Traditional","ELEMHIGH","Elementary-High Combination","K-12","K-12","P","0","39.525713","-121.5783","Nick","Catomerisios","ncatomerisios@bcoe.org","Spencer","Ansorge","sansorge@bcoe.org","Barbara","Mandelbaum","bmandelbaum@bcoe.org","2016-08-22","836"
"04100410430165","0691002","08447","Closed","Butte","Butte County Office of Education","School of Applied Resources","3935 Morrow Lane","3935 Morrow Ln.","Chico","95928","CA","2491 Carmichael Drive, Suite 500","2491 Carmichael Dr., Ste. 500","Chico","95926","CA",,,,"1999-08-09","2005-06-30","0",,,"00","County Office of Education (COE)","69","District Community Day Schools",,,"HS","High School","9-12","7-12",,,,,,,,,,,,,,"2009-01-30","837"
"04100410430173","0691002","08448","Closed","Butte","Butte County Office of Education","Butte County Community","2491 Carmichael Drive  ste 500","2491 Carmichael Dr.  ste 500","Chico","95928","CA","2491 Carmichael Drive  ste 500","2491 Carmichael Dr.  ste 500","Chico","95928","CA",,,"www.bcoe.butte.k12.ca.us","1980-07-01","2004-06-30","0",,,"00","County Office of Education (COE)","10","County Community",,,"HS","High School","7-12","7-12",,,,,,,,,,,,,,"2009-01-30","838"
"04100410430181","0691002","08449","Closed","Butte","Butte County Office of Education","South County Community Day","205 Mira Loma, Suite 20","205 Mira Loma, Suite 20","Oroville","95965","CA","205 Mira Loma, Suite 20","205 Mira Loma, Suite 20","Oroville","95965","CA",,,,"2000-08-09","2004-06-30","0",,,"00","County Office of Education (COE)","69","District Community Day Schools",,,"HS","High School","7-12","8-12",,,,,,,,,,,,,,"2009-01-30","839"
"04100416068324","0691002",,"Merged","Butte","Butte County Office of Education","Mesa Vista Language and Hearing","2268 Sixth Street","2268 Sixth St.","Oroville","95965","CA","2268 Sixth Street","2268 Sixth St.","Oroville","95965","CA",,,,"1980-07-01","1987-06-22","0",,,"00","County Office of Education (COE)","09","Special Education Schools (Public)",,,"UG","Ungraded",,,,,,,,,,,,,,,,"1999-06-24","840"
"04100416068332","0691002",,"Closed","Butte","Butte County Office of Education","Development Center for Handicapped","5A County Center Drive","5A County Center Dr.","Oroville","95965","CA","5A County Center Drive","5A County Center Dr.","Oroville","95965","CA",,,,"1980-07-01","1984-07-09","0",,,"00","County Office of Education (COE)","09","Special Education Schools (Public)",,,"UG","Ungraded",,,,,,,,,,,,,,,,"1999-06-24","841"
"04100416068340","0691002",,"Merged","Butte","Butte County Office of Education","Loma Vista","2404 Marigold Avenue","2404 Marigold Ave.","Chico","95926","CA","2404 Marigold Avenue","2404 Marigold Ave.","Chico","95926","CA",,,,"1980-07-01","1987-06-22","0",,,"00","County Office of Education (COE)","09","Special Education Schools (Public)",,,"PS","Preschool","P",,,"0",,,,,,,,,,,,"2015-10-29","842"
"04100416068357","0691002",,"Closed","Butte","Butte County Office of Education","Nelson (EMR)","5A County Center Court","5A County Center Ct.","Oroville","95965","CA","5A County Center Court","5A County Center Ct.","Oroville","95965","CA",,,,"1980-07-01","1984-07-09","0",,,"00","County Office of Education (COE)","09","Special Education Schools (Public)",,,"UG","Ungraded",,,,,,,,,,,,,,,,"1999-06-24","843"
"04100416068365","0691002",,"Closed","Butte","Butte County Office of Education","Richvale (MH)","5A County Center Drive","5A County Center Dr.","Oroville","95965","CA","5A County Center Drive","5A County Center Dr.","Oroville","95965","CA",,,,"1980-07-01","1984-07-09","0",,,"00","County Office of Education (COE)","09","Special Education Schools (Public)",,,"UG","Ungraded",,,,,,,,,,,,,,,,"1999-06-24","844"
"04100416068373","0691002",,"Closed","Butte","Butte County Office of Education","Sierra Ridge School for TMR","1567 Adams Road","1567 Adams Rd.","Paradise","95969","CA","1567 Adams Road","1567 Adams Rd.","Paradise","95969","CA",,,,"1980-07-01","1989-06-30","0",,,"00","County Office of Education (COE)","10","County Community",,,"UG","Ungraded",,,,,,,,,,,,,,,,"1999-06-24","845"
"04100416069256","0691002","09214","Active","Butte","Butte County Office of Education","Butte County Special Education","1859 Bird Street","1859 Bird St.","Oroville","95965-4854","CA","1859 Bird Street","1859 Bird St.","Oroville","95965-4854","CA","(530) 532-5792",,"www.bcoe.org","1980-07-01",,"0",,,"00","County Office of Education (COE)","09","Special Education Schools (Public)","SPEC","Special Education School","ELEMHIGH","Elementary-High Combination","K-12","K-12","N","0","39.512653","-121.55663","Stacy","Doughman","sdoughma@bcoe.org","Maryanne","Taylor","mtaylor@bcoe.org",,,,"2016-08-22","846"
"04100416089106","0691002",,"Merged","Butte","Butte County Office of Education","Table Mountain","51 County Center Drive","51 County Center Dr.","Oroville","95965","CA","51 County Center Drive","51 County Center Dr.","Oroville","95965","CA",,,,"1980-07-01","1987-06-22","0",,,"00","County Office of Education (COE)","14","Juvenile Court Schools",,,"ELEMHIGH","Elementary-High Combination","6-12",,,,,,,,,,,,,,,"2004-08-23","847"
